name,state,city
Toni & Guy Hairdressing Academy - Colorado Springs,CO,Colorado Springs
Ohio Center for Broadcasting - Colorado Campus,CO,Lakewood
Jones International University,CO,Centennial
Denver Family Institute,CO,Denver
Family Therapy/Play Therapy Institute,CO,Aurora
"College for Financial Planning, Inc.",CO,Greenwood Village
United States Air Force Academy,CO,USAF Academy
CollegeAmerica - Colorado Springs,CO,Colorado Springs
CollegeAmerica - Fort Collins,CO,Fort Collins
MJM Institute of Cosmetology,CO,Grand Junction
Empire Beauty School - Littleton,CO,Littleton
American Sentinel University - Aurora,CO,Aurora
Aspen University,CO,Denver
At-Home Professions,CO,Fort Collins
Holmes Institute,CO,Golden
Montessori Casa International,CO,Englewood
Institute of Taoist Education & Acupuncture,CO,Louisville
Academy of Natural Therapy,CO,Greeley
Auguste Escoffier School of Culinary Arts,CO,Boulder
IntelliTec College - Pueblo,CO,Pueblo
Technical Education College,CO,Colorado Springs
Brown Mackie College - Denver,CO,Denver
U.S. Career Institute,CO,Fort Collins
McKinley College,CO,Fort Collins
St. John Vianney Theological Seminary,CO,Denver
Empire Beauty School - Aurora,CO,Aurora
Cuttin Up Beauty Academy,CO,Denver
Academy of Medical and Health Science Inc.,CO,Pueblo
Rocky Vista University College of Ostepathic Medicine,CO,Aurora
"Yorktown University, Inc.",CO,Denver
Penrose-St. Francis Health Services Dietetic Internship,CO,Colorado Springs
Tri-County Health Department Dietetic Internship,CO,Greenwood Village
Aurora Mental Health Center Psychology Internship,CO,Aurora
The Children's Hospital,CO,Denver
Colorado Mental Health Institute at Fort Logan Psychology Internship,CO,Denver
Community Reach Center Psychology Internship,CO,Commerce City
University of Denver GSPP Internship Consortium Predoctoral Internship,CO,Denver
Denver Health Medical Center,CO,Denver
"Veterans Affairs Medical Center, Denver - CO Dental General Practice Residency 12 Months",CO,Denver
Bridge Linguatec,CO,Denver
Colorado School of English,CO,Denver
Dale Carnegie Training,CO,Greenwood Village
ELS Language Centers at Johnson Wale University,CO,Denver
Spring International Language Center,CO,Littleton
Spring Institute for Intercultural Learning,CO,Denver
"Language Consultants International,LLC",CO,Denver
Corporate Change Catalysts Consortium of the West LLC,CO,Greenwood Village
Centura Health,CO,Englewood
HealthONE Swedish Medical Center,CO,Englewood
"Centered Life: Education, Counseling and Spiritual Care",CO,Colorado Springs
Johnson & Wales University - Denver,CO,Denver
10th Medical Group/SGFL/USAF Academy Advanced Education in General Dentistry 12 Months,CO,USAF Acacemy
US Army Dental Activity/Fort Carson Advanced Education in General Dentistry 12 Months,CO,Fort Carson
Westwood College,CO,Denver
Rolf Institute,CO,Boulder
Summit Salon & Beauty School,CO,Woodland Park
National Beauty College,CO,Denver
Denver School of Nursing,CO,Denver
Aveda Institute Denver,CO,Denver
Paul Mitchell the School - Colorado Springs,CO,Colorado Springs
American Institute of Technology - Gardena,CO,Gardena
The Salon Professional Academy - Colorado Springs,CO,Colorado Springs
Massage Therapy Institute of Colorado - Denver,CO,Denver
Pima Medical Institute - Denver,CO,Denver
Colorado Academy of Veterinary Technology,CO,Colorado Springs
United Beauty College,CO,Denver
American Pathways University,CO,Denver
National Personal Training Institute of Colorado,CO,Lakewood
Healing Arts Institute - Fort Collins,CO,Fort Collins
College of International Esthetics,CO,Arvada
Longs Peak Academy,CO,Longmont
"New Dimensions Beauty Academy, Inc.",CO,Parker
Colorado Firecamp,CO,Salida
Colorado State University:  Global Campus,CO,Greenwood Village
Cook Street School of Culinary Arts,CO,Denver
University of Northern Colorado Dietetic Internship,CO,Greeley
Colorado State University - CSU Health Network Psychology Internship,CO,Fort Collins
Metropolitan State College of Denver Psychology Internship,CO,Denver
University of Colorado at Boulder Psychology Internship,CO,Boulder
Denver Health Medical Center Psychology Internship,CO,Denver
The Children's Hospital Psychology Internship,CO,Aurora
"VA Medical Center, Denver - Eastern Colorado Healthcare System Psychology Internship",CO,Denver
Denver Health Medical Center Dental General Practice Residency 12 Months,CO,Denver
University of Colorado at Denver and Health Sciences Center Dental General Practice Residency 12 Months,CO,Aurora
University of Colorado at Denver and Health Sciences Center Dental Predoctoral Internship,CO,Aurora
Colorado Institute of Massage Therapy,CO,Colorado Springs
Colorado Mental Health Institute at Pueblo Psychology Internship,CO,Pueblo
Language Consultants International,CO,Denver
Rocky Vista University,CO,Parker
Albertus Magnus College,CT,New Haven
Paul Mitchell The School - Danbury,CT,Danbury
Asnuntuck Community College,CT,Enfield
Bais Binyomin Academy,CT,Stamford
Branford Hall Career Institute - Branford Campus,CT,Branford
Lincoln College of New England,CT,Southington
Bridgeport Hospital,CT,Bridgeport
University of Bridgeport,CT,Bridgeport
Butler Business School Inc,CT,Bridgeport
Central Connecticut State University,CT,New Britain
Charter Oak State College,CT,New Britain
Connecticut Center for Massage Therapy - Newington,CT,Newington
Connecticut College,CT,New London
Porter and Chester Institute of Branford,CT,Branford
University of Connecticut,CT,Storrs
Danbury Hospital,CT,Danbury
Goodwin College,CT,East Hartford
Lincoln Technical Institute - East Windsor,CT,East Windsor
Eastern Connecticut State University,CT,Willimantic
Fairfield University,CT,Fairfield
Paul Mitchell the School North Haven,CT,North Haven
Capital Community College,CT,Hartford
Hartford Conservatory,CT,Hartford
American Institute,CT,West Hartford
Hartford Seminary,CT,Hartford
University of Hartford,CT,West Hartford
Holy Apostles College and Seminary,CT,Cromwell
Housatonic Community College,CT,Bridgeport
Leon Institute of Hair Design,CT,Bridgeport
Lyme Academy College of Fine Arts,CT,Old Lyme
Manchester Community College,CT,Manchester
Naugatuck Valley Community College,CT,Waterbury
Middlesex Community College - Middletown,CT,Middletown
Mitchell College,CT,New London
Three Rivers Community College,CT,Norwich
Renasci Academy of Hair Inc,CT,Milford
Lincoln Technical Institute - New Britain,CT,New Britain
New England Tractor Trailer Training School of Connecticut,CT,Somers
University of New Haven,CT,West Haven
Ridley-Lowell Business and Technical Institute - New London,CT,New London
Norwalk Community College,CT,Norwalk
Northwestern Connecticut Community College,CT,Winsted
Paier College of Art Inc,CT,Hamden
Brio Academy of Cosmetology - Meridan,CT,Meriden
Porter and Chester Institute - Enfield,CT,Enfield
Porter and Chester Institute - Watertown,CT,Watertown
Porter and Chester Institute - Stratford,CT,Stratford
Post University,CT,Waterbury
Quinebaug Valley Community College,CT,Danielson
Quinnipiac University,CT,Hamden
Sacred Heart University,CT,Fairfield
University of Saint Joseph,CT,West Hartford
Hospital of St. Raphael,CT,New Haven
Gateway Community College,CT,New Haven
St Vincent's College,CT,Bridgeport
Stamford Health System,CT,Stamford
Southern Connecticut State University,CT,New Haven
Stone Academy - Hamden,CT,West Haven
Tunxis Community College,CT,Farmington
United States Coast Guard Academy,CT,New London
Wesleyan University,CT,Middletown
Western Connecticut State University,CT,Danbury
Yale University,CT,New Haven
The University of Connecticut School of Medicine and Dentistry,CT,Farmington
Connecticut Institute of Hair Design,CT,Wolcott
Windham Community Memorial Hospital,CT,Willimantic
Connecticut Center for Massage Therapy - Westport,CT,Westport
Lincoln Technical Institute - Hartford,CT,Hartford
Industrial Management & Training Institute,CT,Waterbury
Windham Technical High School,CT,Willimantic
A. I. Prince Technical High School,CT,Hartford
Eli Whitney Technical High School,CT,Hamden
Connecticut Training Centers Inc,CT,East Hartford
Lincoln Technical Institute - Cromwell,CT,Cromwell
Lincoln Technical Institute - Hamden,CT,Hamden
Connecticut Center for Massage Therapy - Groton,CT,Groton
Brio Academy of Cosmetology - Hamden,CT,Hamden
Porter and Chester Institute - Rocky Hill,CT,Rocky Hill
New Britain School of Nurse Anesthesia,CT,New Britain
University of Bridgeport/Fones School of Dental Hygiene,CT,Bridgeport
Hartford Hospital,CT,Hartford
Nutmeg Ballet,CT,Torrington
"Academy Di Capelli, LLC",CT,Wallingford
Lincoln Technical Institute - Shelton,CT,Shelton
Bristol Technical Education Center,CT,Bristol
Bullard - Havens Technical High School,CT,Bridgeport
E. C. Goodwin Technical High School,CT,New Britain
Emmett O'Brien Technical High School,CT,Ansonia
Grasso Southeastern Technical High School,CT,Groton
H. C. Wilcox Technical High School,CT,Meriden
H. H. Ellis Technical High School,CT,Danielson
Henry Abbott Technical High School,CT,Danbury
Howell Cheney Technical High School,CT,Manchester
J. M. Wright Technical High School,CT,Stamford
Norwich Technical High School,CT,Norwich
Oliver Wolcott Technical High School,CT,Torrington
Platt Technical High School,CT,Milford
Vinal Technical High School,CT,Middletown
W. F. Kaynor Technical High School,CT,Waterbury
Submarine Learning Center,CT,Groton
Brio Academy of Cosmetology - Fairfield,CT,Fairfield
Brio Academy of Cosmetology - Niantic,CT,Niantic
Brio Academy of Cosmetology,CT,East Hartford
"VA Connecticut Health Care System, Newington Campus Residency in Primary Eye Care - Department of Veterans Affairs",CT,Newington
Capitol Region Mental Health Center Psychology Internship,CT,Hartford
Connecticut Valley Psychology Internship Program,CT,Middletown
Greater Hartford Internship Consortium Psychology Internship,CT,Newington
Institute of Living Residency in Clinical Psychology,CT,Hartford
"VA Connecticut Healthcare System, West Haven - CT Psychology Internship",CT,West Haven
"Village for Families & Children, Inc. Psychology Internship",CT,Hartford
Yale Child Study Center Psychology Internship,CT,New Haven
Branford Academy of Hair and Cosmetology,CT,Branford
Dale Carnegie Training of Western Conecticut,CT,Naugatuck
M.J. Francoeur & Associates Dale Carnegie Training,CT,West Hartford
"VA Connecticut Healthcare System, West Haven Campus Residency in Primary Eye Care / Low Vision Rehabilitation",CT,West Haven
Results Dale Carnegie Training,CT,West Hartford
Masonic Healthcare Center,CT,Wallingford
Norwalk Hospital,CT,Norwalk
Oxford Academy of Hair Design,CT,Seymour
International Institute of Cosmetology,CT,Wethersfield
St. Francis Hospital Dental General Practice Residency 12 Months,CT,Hartford
St. Mary's Hospital Dental Health Center General Practice Residency 12 Months,CT,Waterbury
Yale - New Haven Hospital Department of Dentistry,CT,New Haven
Yale - New Haven Hospital Department of Dentistry General Practice Residency 12 Months,CT,New Haven
Brio Academy of Cosmetology - Willimantic,CT,Willimantic
"Tonsorial Academy of Cosmetology & Barber Styling, LLC",CT,West Haven
Berkeley Divinity School,CT,New Haven
The European Academy of Cosmetology & Hairdressing,CT,Guilford
Brio Academy of Cosmetology - Torrington,CT,Torrington
Washington Montessori Teacher Education Program,CT,New Preston
New England Tractor Trailer of Connecticut - Bridgeport,CT,Bridgeport
Lawrence & Memorial Hospital,CT,New London
Saint Basil College,CT,Stamford
Griffin Hospital,CT,Derby
Partners in CPE:  Mercy Community Health and Saint Francis Hospital & Medical Center,CT,Hartford
Danbury Hospital Dietetic Internship,CT,Danbury
Saint Joseph College Dietetic Internship,CT,West Hartford
The University of Connecticut Dietetic Internship,CT,Storrs
Yale-New Haven Hospital Dietetic Internship,CT,New Haven
Yale University School of Medicine Psychology Internship,CT,New Haven
Institute of Living Psychology Internship,CT,Hartford
VA Connecticut Healthcare System Residency in Clinical Health Psychology,CT,West Haven
"VA Connecticut Healthcare System, West Haven - CT Residency in Clinical Psychology",CT,West Haven
Danbury Hospital Dental General Practice Residency 12 Months,CT,Danbury
Hartford Hospital Dental General Practice Residency 12 Months,CT,Hartford
University of Connecticut School of Dental Medicine Advanced Education in General Dentistry 12 Months,CT,Farmington
University of Connecticut School of Dental Medicine Predoctoral Internship,CT,Farmington
Gibbs College - Norwalk,CT,Norwalk
Ace Cosmetology & Barber Training Center,CT,Wolcott
American University,DC,Washington
Catholic University of America,DC,Washington
Corcoran College of Art and Design,DC,Washington
National Defense Intelligence College,DC,Washington
University of the District of Columbia,DC,Washington
Dominican House of Studies,DC,Washington
Gallaudet University,DC,Washington
George Washington University,DC,Washington
Georgetown University,DC,Washington
Harrison Center for Career Education,DC,Washington
Howard University,DC,Washington
Dudley Beauty College,DC,Washington
Southeastern University,DC,Washington
Strayer University,DC,Washington
National Conservatory of Dramatic Arts,DC,Washington
Trinity Washington University,DC,Washington
Wesley Theological Seminary,DC,Washington
Washington Theological Union,DC,Washington
Washington Hospital Center,DC,Washington
University of the District of Columbia David A Clarke School of Law,DC,Washington
Potomac Massage Training Institute,DC,Washington
Levine School of Music,DC,Washington
Potomac College,DC,Washington
National Defense University,DC,Fort McNair
Bennett Career Institute,DC,Washington
Technical Learning Centers,DC,Washington
"Harrison Career Institute - Washington, DC",DC,Washington
The Institute of World Politics,DC,Washington
Marine Corps Institute,DC,Washington Navy Yard
School of Tomorrow,DC,Washington
Career Technical Institute,DC,Washington
Joint Military Attache School (JMAS),DC,Washington
